"","MESSAGE_BODY","MESSAGE_FAVORITES_COUNT","MESSAGE_POSTED_TIME","MESSAGE_RETWEET_COUNT","MESSAGE_ACTION","USER_GENDER","USER_FOLLOWERS_COUNT","USER_SCREEN_NAME","USER_CITY","X10"
"294","Una domanda inquietante di Msgr. K. Harrington @DeSalesMedia:""Comunicare o fare propaganda?"" In @ChurchCSeminar https://t.co/tsk4KyRON1","0","48:31.0","0","post",NA,"38","almeida_cecilio","Roma Capitale",NA
"295","RT @diocesemetuchen: A behind the scenes look: Bishop-elect Checchio is interviewed by @DeSalesMedia before the Mass of Ordination. https:/<U+0089><db>_","0","22:24.0","1","share","female","14","SaintMarySA","South Amboy",NA
"296","RT @DeSalesMedia: .@BpDiMarzio: Would like to have more panels &amp; discussions w/ @SheenCenter on these issues in the future. Dialogue binds<U+0089><db>_","0","35:53.0","1","share","unknown","1109","NETnyTV","Brooklyn",NA
"297","RT @FatherRosica: Thanks to @DeSalesMedia for an excellent #WCD2016 conference @BrooklynDiocese Mille grazie! (Photos by Robert Longo) http<U+0089><db>_","0","35:21.0","7","share","male","88","CHC1969","Brooklyn",NA
"298","RT @berlykim22: #CMC16 #CMC16 friendsponsor @DeSalesMedia @TabletNewspaper @NETnyTV https://t.co/Isf4RKqgqh","0","19:24.0","3","share","male","116","DeMedievalist","NEW YORK CITY",NA
"299",".@DeSalesMedia attending Podcasting: Going Beyond a Recorded Homilies w/ @BillyAtwell from @RaleighDiocese #CMC16 https://t.co/w9QuOBTFOe","0","34:46.0","0","post","male","118","DeMedievalist","NEW YORK CITY",NA
"300","RT @berlykim22: Pope Francis reading the award winning @TabletNewspaper @CatholicPress #cmc16 @DeSalesMedia https://t.co/EVzDpMnknc","0","25:30.0","4","share","unknown","1116","DeSalesMedia","Brooklyn",NA
"301","RT @DeSalesMedia: Catch the 111th Independence Day Parade on Sat. June 25, sponsored by @KofC! https://t.co/tFWuKrF5Lo https://t.co/heAcIbP<U+0089><db>_","0","25:08.0","1","share","unknown","1245","BrooklynDiocese","Brooklyn",NA
"302","@currentsny @DeSalesMedia Republicans did not turn off cameras, they called a recess. Cameras NEVER operate when in recess.","0","05:09.0","0","post","male","241","frgelfant","NEW YORK CITY",NA
"303","RT @DeSalesMedia: On 7/11: A candlelight vigil of prayer &amp; peace at Grand Army Plaza, 7:30PM w/ @BpDiMarzio @BPEricAdams &amp; @ARBernard https<U+0089><db>_","0","36:57.0","7","share","unknown","1312","TabletNewspaper","NEW YORK CITY",NA
"304","RT @DeSalesMedia: Community members hand in hand coming together in prayer. https://t.co/IBOwN8dfU1","0","55:18.0","6","share","male","543","StJoseph_BK","NEW YORK CITY",NA
"305","@DeSalesMedia @valsthewoman Thank you @MonsignorH @BrooklynDiocese for speaking with @RickSantorum. Wish he was invited to speak @RNCinCLE.","0","49:08.0","0","post","female","943","summer0655",NA,NA
"306","RT @AnchorLiz: So proud to be with this team!
NET TV, In the Arena, Currents! Perfect together! @currentsny @NETnyTV @DeSalesMedia https://<U+0089><db>_","0","30:21.0","4","share","female","70","KateMeany","NEW YORK CITY",NA
"307","RT @DeSalesMedia: Instagram's #WYDOB: ItalianSal1027 &amp; Immaculate Conception's Youth Group dines w/ @BpDiMarzio &amp; Bp Witold #WYD2016 https:<U+0089><db>_","0","37:29.0","5","share","male","563","StJoseph_BK","NEW YORK CITY",NA
"308","RT @DeSalesMedia: Instagram's #WYDOB: Group shots from j_can167 of OL Sorrows, Qns, youth waving their flag on journey in #Krakow2016 https<U+0089><db>_","0","34:18.0","3","share","unknown","1218","NETnyTV","Brooklyn",NA
"309","RT @AnchorLiz: Thank you @LevienVincent @DeSalesMedia you sure know how to make @currentsny @AnchorLiz feel special! Having fun! https://t.<U+0089><db>_","0","19:55.0","4","share","male","572","StJoseph_BK","NEW YORK CITY",NA
"310","RT @DeSalesMedia: Take a selfie with your #ashes and #ashtag yourself!! And add #BrooklynCatholic to represent your diocese! @dobpress @NETnyTV","0","42:24.0","2","share","unknown","398","NETnyTV","Brooklyn",NA
"311","RT @DeSalesMedia: We've launched 2 new Parish Network sites: @VBVMChurch and St Bonaventure-St Benedict! http://t.co/mNWDwFoJh6  http://t.co/x5VNLb3RAf","0","54:45.0","1","share","male","189","StJoseph_BK","NEW YORK CITY",NA
"312","RT @DeSalesMedia: Read @TheEconomist's special report on growing influence of Hispanics on American Culture: http://t.co/UiT4cPkJlF @TuFeAlDia @DavidBisono","0","27:46.0","3","share","male","186","StJoseph_BK","NEW YORK CITY",NA
"313","RT @kathrynlopez: 10 #CatholicThings w/ @WMOFLizanne @petriop @DeSalesMedia @ArchbishopKurtz @LawrenceOP @GretchenOSV &amp; more  https://t.co/eXk6jme7xf","0","45:50.0","3","share","male","3197","LawrenceOP","Edinburgh",NA
"314","10 #CatholicThings w/ @WMOFLizanne @petriop @DeSalesMedia @ArchbishopKurtz @LawrenceOP @GretchenOSV &amp; more  https://t.co/eXk6jme7xf","1","05:07.0","3","post","female","35321","kathrynlopez","NEW YORK CITY",NA
"315","RT @DeMedievalist: #WCDnyc @DeSalesMedia @gallicho We have come along way since JFK had to ""pinky swear"" not to take orders from the Pope.","0","00:58.0","5","share","unknown","501","NETnyTV","Brooklyn",NA
"316","RT @DeSalesMedia: St Rose of Lima in Rockaway Beach is the 11th parish to join the Parish Network! Check it out: http://t.co/eaiVT6md7V http://t.co/CY6IzdQe0n","0","12:43.0","1","share","male","484","ajfilipiuk","New York City",NA
"317","RT @DeSalesMedia: Kicking the day off to a great start! #WCDnyc http://t.co/FeHaJDE0ON","0","11:53.0","3","share","male","4047","DavidBisono","Brooklyn",NA
"318","RT @DeSalesMedia: Our Lady of Hope Catholic Academy in Middle Village, Queens is the 40th Academy to join the Academy Network! https://t.co<U+0089><db>_","0","27:26.0","2","share","unknown","159","SHSSRC","Brooklyn",NA
"319","RT @DeSalesMedia: 2nd Annual Men<U+0089><U+06EA>s Conference in @BrooklynDiocese will on Saturday, 2/11/17 from 9 am- 4pm at: The Immaculate Conception Ce<U+0089><db>_","0","15:21.0","3","share","female","139","berlykim22",NA,NA
"320","RT @DeSalesMedia: New York needs to #InvestinEd in Brooklyn! I join #NYGovCuomo in standing up #ForOpportunity for all students. http://t.co/QZ4TAlN17y","0","21:20.0","1","share","male","200","LevienVincent",NA,NA
"321","Excited for #BCYD? http://t.co/EI2yNMHepH @JamesKuroly @NewNameNY @ChrisStefanick @StJoseph_BK @GilRod34 @NETnyTV @DeSalesMedia","0","06:12.0","1","post","female","1227","doboff","NEW YORK CITY",NA
"322","RT @DeSalesMedia: Kicking the day off to a great start! #WCDnyc http://t.co/FeHaJDE0ON","0","11:07.0","1","share","male","210","CafeconCristo","Brooklyn",NA
"323","RT @DeSalesMedia: Preparing for our LIVE filming of IN THE ARENA with host @MonsignorH, @ewilkinson_ed &amp; @BpDiMarzio #WCDnyc http://t.co/bkrhHprSqD","0","09:37.0","1","share","male","214","StJoseph_BK","NEW YORK CITY",NA
"324","Visit #CCBQ's table at the @BrooklynDiocese &amp; @DeSalesMedia World Communications Day to learn more about us! #WCDnyc http://t.co/yNphUTuypo","4","35:55.0","5","post","unknown","3155","CCBplusQ","NEW YORK CITY",NA
"325","RT @Bike4Vocations: Today's stats...  @DRVCvocations @DeSalesMedia http://t.co/e1rWWshYME","0","44:02.0","3","share","female","1279","doboff","Brooklyn",NA
"326","It was so wonderful to be at St. Elizabeth's! @DRVCvocations @DeSalesMedia  https://t.co/ixmiChjuyW","1","07:25.0","1","post","unknown","137","Bike4Vocations",NA,NA
"327","RT @DeSalesMedia: NY Assembly leaders have brought a bill - allows time-barred claims of sexual abuse to be brought against the Church: http://t.co/0b0n6dmig6","0","33:59.0","4","share",NA,"62","dhartnettcsw","East Hampton",NA
"328","RT @DeSalesMedia: Sign up for the @TabletNewspaper Daily Headlines and get all the top stories and opinions: http://t.co/SY2FgusVbP http://t.co/5BKWPQTmrz","0","47:41.0","1","share","male","258","StJoseph_BK","NEW YORK CITY",NA
"329","RT @CNS_Rhina: Mural en Nueva York de #papafrancisco, tama_o rascacielos (foto izq de @DeSalesMedia) http://t.co/XZ4CClPWbX","0","58:03.0","1","share","unknown","111907","CatholicNewsSvc","WASHINGTON",NA
"330","RT @DeSalesMedia: LIVE COVERAGE resumes at 3:30PM Time Warner 97, Cablevision 30 or http://t.co/eWyYiPBF7W #PopeInUS #PapaEnUSA http://t.co/TRYP3ET1zy","0","29:35.0","3","share","unknown","186","NuestraVozDOB","NEW YORK CITY",NA
"331","RT @austeni: Off to Cuba, writing and reporting on papal visit for @DeSalesMedia incl @NETnyTV @TabletNewspaper &amp; @NuestraVozDOB.","0","00:27.0","2","share","female","974","christinemohan","NEW YORK CITY",NA
"332","Thanks @DeSalesMedia for the official flyer of #BCYD2016. #BrooklynCatholic #willyoubethere http://t.co/BBVTu9hwIy","1","40:33.0","2","post","unknown","76","BKCathYD","NEW YORK CITY",NA
"333","@DeSalesMedia @CathNewWorld @Pontifex stay out of it","0","44:09.0","0","post","unknown","3039","LatinaforTed","South Bradenton",NA
"334","RT @DeSalesMedia: LIVE: Pope Francis will look for souls in distress and will seek souls in distress says @MonsignorH on CUBA visit. #PopeInUSA @NuestraVozDOB","0","01:14.0","5","share","male","65","DeMedievalist","NEW YORK CITY",NA
"335","RT @DeSalesMedia: Give us this day our daily bread and forgive us our trespasses...and typos while live-tweeting! #PopeInUSA #PopeInUS http://t.co/YoQSf0VtKd","0","31:39.0","5","share","female","253","ZosiaSwiatek",NA,NA
"336","RT @DeSalesMedia: Midday prayer service led by #PopeFrancis has begun at the Cathedral of St. Matthew the Apostle #PopeInDC #PopeInUS http://t.co/kEh3RQP8oE","0","05:16.0","2","share","unknown","1257","kaizagranica","Polska Cerekiew",NA
"337","RT @DeSalesMedia: #PopeFrancis @CCADW http://t.co/i8ENYWGFuu","0","58:15.0","1","share",NA,"191","MalibuBarbaraW","Los Angeles",NA
"338","RT @austeni: See my @WaPo piece: 'The first pope to address Congress isn't new to politics' https://t.co/SLAXV7FBRF @NETnyTV #PopeinUSA @DeSalesMedia","0","38:15.0","4","share","female","168","MariaPiaNegro",NA,NA
"339","RT @DeSalesMedia: The line to get into @TheGarden is over 20 blocks long! #PopeInUSA #PopeInNYC http://t.co/96WwlwLeko","0","42:53.0","1","share","male","0","Ftapia305",NA,NA
"340","RT @NETnyTV: Fr. Torres celebrates Holy Mass for the staff of @DeSalesMedia in the studio of NetTV @BrooklynDiocese #PopeInPhilly http://t.co/E57Gnfd7XP","0","14:52.0","5","share","female","57","KateMeany","NEW YORK CITY",NA
"341","Father Joe Chaplain of  @PANYNJ + Edward Mangano @NassauCountyNY for #PopeinNYC departure @DeSalesMedia http://t.co/3VZhgUQqje","0","33:07.0","1","post","male","78","DeMedievalist","NEW YORK CITY",NA
"342","RT @austeni: We're done! @DeSalesMedia @NETnyTV @TabletNewspaper @NuestraVozDOB @AnchorLiz @katie_lynn_rose http://t.co/xyzkXsl4IE","0","13:07.0","6","share","female","4","9e65813b24dd4f9",NA,NA
"343","RT @austeni: We're done! @DeSalesMedia @NETnyTV @TabletNewspaper @NuestraVozDOB @AnchorLiz @katie_lynn_rose http://t.co/xyzkXsl4IE","0","11:05.0","1","share","male","520","pilgrimjournal",NA,NA
"344","RT @DeSalesMedia: #PopeInPhilly Be a papal reporter! Post your papal pics + your comments to #PopeInUSA + #PapaEnUSA http://t.co/9I103RmNaY @BrooklynDiocese","0","01:05.0","2","share","male","82","DeMedievalist","NEW YORK CITY",NA
"345","RT @DeMedievalist: Thank you @katie_lynn_rose + @currentsny for the excellent piece on @DeSalesMedia new  https://t.co/1N1TsnRfYc page! https://t.co/0EqfkHnE84","0","12:15.0","4","share","male","340","StJoseph_BK","NEW YORK CITY",NA
"346","RT @DeSalesMedia: Head down to Grand Army Plaza tomorrow at 4PM for #Christmas Tree Lighting +Blessing of the Nativity w/ @BpDiMarzio! https://t.co/6cjtMZQ8ha","0","08:54.0","2","share","unknown","243","NuestraVozDOB","NEW YORK CITY",NA
"347","RT @BrooklynDiocese: Check out our new bilingual prayer site #PrayForMe by @DeSalesMedia. Come and join our community of prayer! + info: https://t.co/N7zC7lfHIW","0","00:03.0","1","share","male","157","GillReverend","Brooklyn",NA
"348","RT @DeSalesMedia: Today is #ReconciliationMonday. Head to your nearest parish from 4-8PM for confession. https://t.co/ikZ2SFJ1i8 https://t.co/zMBxYafb7I","0","14:24.0","1","share","male","359","StJoseph_BK","NEW YORK CITY",NA
"349",".@DeSalesMedia at @StFinbarChurch for Santo Ni_o. https://t.co/AbkQdKELi2","0","35:19.0","0","post","unknown","281","MainStreetBeats",NA,NA
"350","RT @DeSalesMedia: Read @MonsignorH message for #AshWednesday https://t.co/D0o9q5O7j9","0","13:04.0","2","share","unknown","813","BrooklynDiocese","Brooklyn",NA
"351","RT @DeSalesMedia: Fr. Jorge: Every time a pope visits Mexico","it is very important",NA,"http://twitter.com/MariaPiaNegro/statuses/698200949655883776","4",NA,"Maria-Pia Chin","10","1951","US"
"352","RT @DeSalesMedia: #PopeFrancis enters the oncology center at the Children's Hospital #PopeInMexico #PapaEnMex https://t.co/vEJyzTGd3q","0","48:59.0","3","share","male","418","StJoseph_BK","NEW YORK CITY",NA
"353","RT @DeSalesMedia: Congratulations to Liz Purnell, our receptionist, on her retirement and next chapter. We thank you and God Bless! https:/<U+0089><db>_","0","48:31.0","2","share","unknown","1020","NETnyTV","Brooklyn",NA
"354","RT @BrooklynDiocese: .@JohnLAllenJr thanks @BrooklynDiocese+@DeSalesMedia for helping transition to Crux 2.0: https://t.co/hSP8tJh6BI https<U+0089><db>_","0","48:49.0","1","share","male","463","StJoseph_BK","NEW YORK CITY",NA
"355","RT @IGsolidarityNET: The Ignatian Solidarity Daily is out! https://t.co/6hDQVr7suI Stories via @UNHCRdc @TonySpence @DeSalesMedia","0","01:54.0","2","share","unknown","661","thomegag","Grand Island",NA
"356","RT @DeSalesMedia: Couldn't make it to #churchcom16 in Rome? Join us for 25th annual World Communications Day in Brooklyn, May 11: https://t<U+0089><db>_","0","42:10.0","3","share","male","604","paulschratz","Vancouver",NA
"357","RT @berlykim22: #WCDnyc @currentsny news team representing @DeSalesMedia @TabletNewspaper @NETnyTV https://t.co/4sA6YpG74c","0","15:51.0","6","share","male","69","StSaviourHSAlum",NA,NA
"358","RT @DeSalesMedia: .@Pontifex's message for World Communications Day, handwritten by the man himself! #WCDnyc #BrooklynCatholic https://t.co<U+0089><db>_","0","44:52.0","3","share","unknown","1121","BrooklynDiocese","Brooklyn",NA
"359","RT @DeSalesMedia: David DiCerto #spotlight has good elements and bad elements. It needs to be understood in the context of work of Church i<U+0089><db>_","0","38:05.0","2","share","male","106","DeMedievalist","NEW YORK CITY",NA
"360","RT @DeSalesMedia: .@FatherRosica: We are promoters of culture of encounter. We are living sacraments of the embrace between God<U+0089><U+06EA>s riches &amp;<U+0089><db>_","0","45:34.0","3","share","male","503","StJoseph_BK","NEW YORK CITY",NA
"361","@DennisPoust @FatherRosica  @BpDiMarzio I'm convinced @DeSalesMedia is one of the great treasures of the church in the area of media","0","22:10.0","0","post","male","3755","FrMichaelDuffy","East Farmingdale",NA
"362","RT @DeMedievalist: .@DeSalesMedia attending @schillermatt ""Budgeting is our mission tool' #CMC16 https://t.co/Q11OrOYMTa","0","12:15.0","2","share","female","478","nbisbal","Brooklyn",NA
"363","RT @DeSalesMedia: Help @TabletNewspaper brighten someone's Christmas by donating to the Bright Christmas Fund: https://t.co/vA0lMn9pii https://t.co/9Z2tSTaUAy","0","02:58.0","4","share","male","868","schillermatt",NA,NA
"364","RT @DeSalesMedia: The 1st Annual #Christmas Tree Lighting at @StJoseph_BK begins in 75 minutes! They are almost done with set-up! https://t.co/JCicyOkeDs","0","44:49.0","1","share","male","349","StJoseph_BK","NEW YORK CITY",NA
"365","Great time @BrooklynChamber #wintergala2015 @DeSalesMedia @TabletNewspaper @NETnyTV #christmas2015 https://t.co/Ot6Oi4w7Tj","0","51:01.0","1","post","female","87","berlykim22",NA,NA
"366","Share House from Heaven #DorothyDay https://t.co/M72A5o8vzx @Chazmaniandevyl @CINetNews @bfraze @EyeOfTheTiber @CWticker @DeSalesMedia #ihs","0","45:53.0","0","post","female","490","DorothyDayBrisb","Brisbane",NA
"367","RT @DeSalesMedia: St. Peter CA has joined the Academy Network in time for #CSW16! Check out their new site: https://t.co/Rgm5mAyxsJ https:/<U+0089><db>_","0","33:54.0","2","share","female","938","jmbogash","Deerfield Beach",NA
"368","@BrooklynDiocese @BpDiMarzio Visit Highlights #Queens #JacksonHeights @StJoanOfArc #CSW16 @DeSalesMedia  https://t.co/74SVsTGdPb","0","53:36.0","0","post","unknown","177","catholics_count",NA,NA
"369","RT @DeSalesMedia: We will return with #PopeInMexico coverage with a special @CurrentsNY at 7:30PM! #PapaEnCuba https://t.co/pDHG1iYeb6","0","12:32.0","2","share","female","67","MEGiossi",NA,NA
"370","RT @DeSalesMedia: A beautiful moment... #PopeInMexico #PapEnMex https://t.co/XJDZKcnWVv","0","16:33.0","2","share","unknown","279","Jfloodjr","Philadelphia",NA
"371","RT @katie_lynn_rose: Look! It's me! And a giant red X! #Juarez #PopeInMexico #papaenmex #papaencdj @NETnyTV @DeSalesMedia https://t.co/fyFz<U+0089><db>_","0","46:58.0","3","share","unknown","1006","NETnyTV","Brooklyn",NA
"372","RT @DeSalesMedia: Say hi to the 12th school in the Academy Network, Holy Family CA in Fresh Meadows, Queens! https://t.co/dYFKDGELcf https:<U+0089><db>_","0","53:50.0","3","share","female","104","berlykim22",NA,NA
"373","The new ""Too Blessed to be Stressed"" and @DiosNuncaDuerme Set on @NETnyTV in @StJoseph_BK New Season! @DeSalesMedia https://t.co/8YAGFsais0","0","00:53.0","0","post","male","4526","DavidBisono","Brooklyn",NA
"374","RT @DeSalesMedia: Don't miss the 2016 Bishop DiMarzio Golf Classic, to be held on July 14! Info: https://t.co/IT3gCTyQcP https://t.co/M249R<U+0089><db>_","0","43:19.0","2","share","male","473","StJoseph_BK","NEW YORK CITY",NA
"375","RT @DeSalesMedia: .@MikeOLoughlin: We want interaction with our leaders instead of just consuming their information. We want to be heard. #<U+0089><db>_","0","02:13.0","1","share","unknown","2417","Diobpt","Bridgeport",NA
"376","RT @berlykim22: #WCDnyc @currentsny news team representing @DeSalesMedia @TabletNewspaper @NETnyTV https://t.co/4sA6YpG74c","0","44:46.0","5","share","unknown","44","swartzmadeline",NA,NA
"377","RT @DeSalesMedia: Be a part of #WCDnyc now until 4PM with our livestream. Go to https://t.co/ZjfI1wRY4G and tune in!","0","29:11.0","1","share","unknown","1110","NETnyTV","Brooklyn",NA
"378","RT @DeSalesMedia: Doug Keck @EWTN If God wants us to go on we will. If He doesn't, we won't. Opportunities present themselves. #WCDnyc","0","06:11.0","3","share","unknown","1032","ryanjkingesq","Toledo",NA
"379","@berlykim22 @DeSalesMedia @TabletNewspaper @NETnyTV Thanks, Kim, for including the #Maryknoll friend level sponsor lanyards in your pic!","0","22:43.0","0","post","unknown","367","MKLeditor",NA,NA
"380","@DeMedievalist @DeSalesMedia @GatewayArchNPS @NuestraVozDOB @CatholicPress A fine view of our great city. Thanks for coming to #CMC16","0","55:41.0","0","post","male","744","TeakPhillips","St. Louis",NA
"381","RT @StFinbarBklyn: We are ready this weekend to register new voters, help existing voters. After all Masses @DeSalesMedia https://t.co/im48<U+0089><db>_","0","34:32.0","1","share","unknown","1133","DeSalesMedia","Brooklyn",NA
"382","@catholics_count @BrooklynDiocese @DeSalesMedia 4 Take note Catholics across America Register &amp; VOTE!","0","56:14.0","0","post","male","2011","TheBread_OfLife",NA,NA
"383","RT @DeSalesMedia: Pilgrims from @BrooklynDiocese heading to #WYD2016 will go with about 2 dozen of these pins! Keep up w/ them! #WYDOB http<U+0089><db>_","0","34:41.0","1","share","unknown","1302","BrooklynDiocese","Brooklyn",NA
"384","RT @DeSalesMedia: Stay with @NETnyTV for coverage of the #DNC all week w/ @currentsny (daily at 730PM) and In The Arena (Sun. 8PM)! https:/<U+0089><db>_","0","56:16.0","4","share","female","48","StAugustineRC","Brooklyn",NA
"385","RT @DeSalesMedia: .@stephrembklyn &amp; Fr. Adamo celebrating Mass w/@CatholicMiami Archbishop Thomas Wenski #WYD2016 #W #Krakow2016 https://t.<U+0089><db>_","0","33:17.0","2","share","unknown","5510","WYDUSA","WASHINGTON",NA
"386","RT @DeSalesMedia: Highlights from #WYD2016 this morning. LIVE NOW on https://t.co/eWyYiPBF7W: Prayer Vigil with #PopeFrancis https://t.co/I<U+0089><db>_","0","04:57.0","1","share","male","564","StJoseph_BK","NEW YORK CITY",NA
"387","RT @DeSalesMedia: 3 @BrooklynDiocese #WYD2016 #WYDOB pilgrims share their faith journey on @fox5ny #GDNY WATCH https://t.co/BwnSrc4Boz http<U+0089><db>_","0","26:55.0","2","share","male","26065","JohnLAllenJr",NA,NA
"388","RT @AnchorLiz: Whose company is so Amazin'""","they get a shout out at the Mets game? This girl's! @DeSalesMedia making us proud! https://t.<U+0089><db>_""","http://twitter.com/DeSalesMedia/statuses/763735648582926336","55:42.0","en","id:twitter.com:550268743","838","57:36.0","Catholic print/online/TV news in English & Spanish via @TabletNewspaper, @NETnyTV, @CurrentsNY, @NuestraVozDOB; instructional media resources via @ctnbrooklyn.","Kings County"
"389","RT @DeSalesMedia: LIVE from our team at the Paul IV Audience Hall, Vatican: #PopeFrancis arrives at the First Global Conference on Faith an<U+0089><db>_","0","48:24.0","1","share","unknown","344","NuestraVozDOB","NEW YORK CITY",NA
"390","RT @frgelfant: Why is @BayRidgeDems not condemning @HillaryClinton ppl for their offensive remarks about the Catholic Church? @DeSalesMedia","0","18:05.0","4","share","male","234","ConorG37",NA,NA
"391","RT @DeSalesMedia: A hardy congratulations to our friend and colleague, Kazi! He became a #USCitizen last week. #American #USA https://t.co/<U+0089><db>_","0","54:20.0","7","share","unknown","776","emilyrmph",NA,NA
"392","RT @DeSalesMedia: 9AM: Don't miss @futuresinedu @MsgrJamie &amp; Sr.Cristina winner of @NBCTheVoice on @fox5ny #GoodDayNewYork with @rosannasco<U+0089><db>_","0","33:55.0","5","share","unknown","246","KansasCatholic",NA,NA
"393","cc @SJUMission @stjohnsalumni @StJohnsNow @cmcuria @famvin @VincentiansUSA @DeSalesMedia @TabletNewspaper<U+0089><db>_ https://t.co/bcFMRxcwVP","0","58:14.0","0","post",NA,"311","BrianTBrowne",NA,NA
"394",".@DeSalesMedia and friends of the Co-Cathedral are busy decorating the outside of the church and rectory for<U+0089><db>_ https://t.co/At7A9agw65","0","00:39.0","0","post","male","694","StJoseph_BK","Brooklyn",NA
"395","RT @DeSalesMedia: A sea of red &amp; green candles light the way as Charlie Romo serenades the crowd with a song to honor our troops overseas!<U+0089><db>_","0","12:03.0","1","share","male","722","StJoseph_BK","Brooklyn",NA
"396","@DeSalesMedia https://t.co/gQXOn5Hny5","0","11:22.0","0","post",NA,"1980","marketingdoctor","New York City",NA
"397","#WCD2015 See you in Buffalo! @schillermatt @DeSalesMedia @TabletNewspaper, http://t.co/PvAmthGbsg","1","29:35.0","1","post","female","44","berlykim22",NA,NA
"398","RT @Bike4Vocations: To support the team&amp;check out where the next event will be visit http://t.co/GRXSIz0hFS @DRVCvocations @DeSalesMedia http://t.co/YNuSmVvp8H","0","39:51.0","3","share","male","222","StJoseph_BK","NEW YORK CITY",NA
"399","To support the team&amp;check out where the next event will be visit http://t.co/GRXSIz0hFS @DRVCvocations @DeSalesMedia http://t.co/YNuSmVvp8H","2","55:24.0","3","post","unknown","73","Bike4Vocations",NA,NA
"400","RT @Bike4Vocations: And they are off! Witnessing the Gospel of Jesus Christ and the vocation of priesthood @DRVCvocations @DeSalesMedia http://t.co/WVTNERO79T","0","56:19.0","10","share","unknown","514","NETnyTV","Brooklyn",NA
"401","RT @CONCANNON2012: We suuport our Local Police @NYPD105Pct #NYPD #NYPDLivesMatter @NYPD101Pct @NYCPBANEWS @TimesLedger @DeSalesMedia http://t.co/5reB6s7dG8","0","52:04.0","1","share","unknown","598","DeSalesMedia","Brooklyn",NA
"402","We suuport our Local Police @NYPD105Pct #NYPD #NYPDLivesMatter @NYPD101Pct @NYCPBANEWS @TimesLedger @DeSalesMedia http://t.co/5reB6s7dG8","1","32:41.0","1","post","unknown","174","CONCANNON2012","NEW YORK CITY",NA
"403","RT @DeMedievalist: #WCDnyc Full reception w/music &amp; food following conference @DeSalesMedia @dobpress @NY_Arch @NuestraVozDOB @austeni http://t.co/8RdNH3l8ox","0","03:18.0","3","share","female","46","berlykim22",NA,NA
"404","RT @DeSalesMedia: Who's ready for #WCDnyc? Only 1 week to go! Register now: http://t.co/SVy9aISbGe http://t.co/15DcXbco4i","0","08:03.0","5","share","male","4515","jovenesdevalor","NEW YORK CITY",NA
"405","#WCDnyc @DeSalesMedia @gallicho We have come along way since JFK had to ""pinky swear"" not to take orders from the Pope.","2","40:58.0","5","post","male","33","DeMedievalist","NEW YORK CITY",NA
"406","19 years ago today on May 19 I began my career @TabletNewspaper in honor of my 19th on the 19th #tbt @DeSalesMedia https://t.co/1LmMrz78ye","0","49:17.0","0","post","female","113","berlykim22",NA,NA
"407","RT @DavidBisono: ""Mercy I'm a youth minister"" If you are a youth minister this is a must watch https://t.co/6gr30fjodU @NETnyTV @DeSalesMed<U+0089><db>_","0","12:40.0","2","share","male","667","CafeconCristo","Brooklyn",NA
"408","RT @DeSalesMedia: Check out the Catherine Laboure School's new website, designed by @DeSalesMedia! https://t.co/WYGbgGGpHJ https://t.co/Suw<U+0089><db>_","0","49:20.0","8","share","female","126","berlykim22",NA,NA
"409","RT @NETnyTV: Here's a @DeSalesMedia team pic from #RNCinCLE. Tune in 7:30pm https://t.co/jdkMrDPdC4 for @currentsny coverage. https://t.co/<U+0089><db>_","0","22:34.0","3","share","female","131","berlykim22",NA,NA
"410","RT @DeSalesMedia: Congrats to @GregErlandson on becoming the new @CatholicNewsSvc Director + Editor in Chief! https://t.co/zqbGFPnKbj https<U+0089><db>_","0","10:13.0","7","share","male","551","StJoseph_BK","NEW YORK CITY",NA
"411","RT @AnchorLiz: New York leaders gather to show unity. We are here capturing it all! @currentsny @DeSalesMedia @NETnyTV https://t.co/izAluOb<U+0089><db>_","0","12:03.0","5","share","male","555","StJoseph_BK","NEW YORK CITY",NA
"412","RT @AnchorLiz: New York leaders gather to show unity. We are here capturing it all! @currentsny @DeSalesMedia @NETnyTV https://t.co/izAluOb<U+0089><db>_","0","01:44.0","4","share","female","128","berlykim22",NA,NA
"413","RT @DeSalesMedia: .@BpDiMarzio at #WYDKrakow2016 with @XaverianHS students from @BrooklynDiocese #WYDOB. (photo via @kevmac71) https://t.co<U+0089><db>_","0","26:19.0","3","share","unknown","1198","NETnyTV","Brooklyn",NA
"414","RT @DeSalesMedia: Fr. Adamo @BrooklynDiocese w/@BishopCaggiano @Diobpt celebrating Mass #WYD2016 #Krakow2016 #WYDOB via @stephrembklyn http<U+0089><db>_","0","49:14.0","6","share",NA,"331","NuestraVozDOB","NEW YORK CITY",NA
"415","RT @DeSalesMedia: .@BilldeBlasio at @BrooklynChamber: 4.3 million jobs in NYC. There has been 4.6% job growth, crime down in 3% in NYC &amp; do<U+0089><db>_","0","28:00.0","6","share","female","688","JoniKletter",NA,NA
"416","RT @DeSalesMedia: Check out some photos from @BrooklynDiocese Float during the Columbus Day Parade yesterday, courtesy of @ewilkinson_ed &amp;<U+0089><db>_","0","26:23.0","1","share","unknown","1506","BrooklynDiocese","Brooklyn",NA
"417","@StJoseph_BK @BrooklynDiocese @DeSalesMedia Lou is the best!!!","0","59:59.0","0","post","unknown","1154","pipeorgancds","Brooklyn",NA
